feature,importance_mean,importance_std,is_categorical
newutr_all.ZFP36L2,0.023734101352940996,0.029831936838807537,False
newutr_200.HNRNPL,0.02363852736190116,0.024738673891886755,False
utr3_all.PUM1,0.023579973683740565,0.03467478459079258,False
utr3_all.HNRNPDL,0.023538936830907332,0.047077873661814665,False
utr3_200.ELAVL2,0.0234636881241423,0.03293900858772756,False
utr3_all.SNRPB2,0.02339420624132285,0.029112836994627515,False
newutr_all.KHDRBS2,0.023390554321540774,0.02883056792875621,False
utr3_all.KHDRBS2,0.023235380488959383,0.031448343495227196,False
utr3_all.EIF4B,0.023092801153637925,0.029075337315649374,False
utr3_all.IGHMBP2,0.02304716562198004,0.028441498253952095,False
utr3_all.RBFOX1,0.023020603947634305,0.028209257291889916,False
utr3_all.HNRNPA1,0.022973423883806222,0.045946847767612445,False
utr3_200.TRA2B,0.022690118832846246,0.04538023766569249,False
newutr_all.ZFP36,0.02261435880143652,0.03203081020976038,False
ejc_pm100.TARDBP,0.022558782595755604,0.0451175651915112,False
utr3_200.ELAVL1,0.022529630634782444,0.02961630625429275,False
newutr_all.CPEB2,0.02252624414954397,0.027750346287048012,False
newutr_all.ERI1,0.022379952104694945,0.02741998669408243,False
utr3_200.RBM28,0.02215681954330253,0.012759663244766111,False
ptc_to_ejc.TRA2B,0.0218695404890895,0.04373908097817901,False
newutr_200.ZC3H10,0.021808009076735205,0.03022426283529387,False
utr3_all.SRP14,0.02179386213952906,0.029361089408543525,False
ptc_pm100.HNRNPLL,0.0214338298383129,0.01792074537464695,False
ejc_pm100.SRSF9,0.021414596038415445,0.03007502777867836,False
ejc_pm100.RBMX,0.0212105458431533,0.027397719142305377,False
ejc_pm100.HNRNPA3,0.02115731784175187,0.02602199613056498,False
utr3_200.RBFOX1,0.020894874562245785,0.026285090697634624,False
newutr_all.CELF1,0.020884663799654764,0.02574571113051197,False
newutr_all.TRA2B,0.02082037084049603,0.03441231245816768,False
utr3_all.G3BP2,0.020710555441403333,0.027535342305487386,False
