feature,dtype,is_categorical,non_null_count,non_null_pct,mean,std,min,max
newutr_all.PCBP1,object,True,5749,100.0,,,,
newutr_all.PCBP2,object,True,5749,100.0,,,,
newutr_all.PPRC1,object,True,5749,100.0,,,,
newutr_all.PTBP1,object,True,5749,100.0,,,,
newutr_all.PUM1,object,True,5749,100.0,,,,
newutr_all.PUM2,object,True,5749,100.0,,,,
newutr_all.QKI,object,True,5749,100.0,,,,
newutr_all.RALY,object,True,5749,100.0,,,,
newutr_all.RBFOX1,object,True,5749,100.0,,,,
newutr_all.RBM14,object,True,5749,100.0,,,,
newutr_all.RBM24,object,True,5749,100.0,,,,
newutr_all.RBM25,object,True,5749,100.0,,,,
newutr_all.RBM28,object,True,5749,100.0,,,,
newutr_all.RBM3,object,True,5749,100.0,,,,
newutr_all.RBM4,object,True,5749,100.0,,,,
newutr_all.RBM41,object,True,5749,100.0,,,,
newutr_all.RBM42,object,True,5749,100.0,,,,
newutr_all.RBM46,object,True,5749,100.0,,,,
newutr_all.RBM5,object,True,5749,100.0,,,,
newutr_all.RBM6,object,True,5749,100.0,,,,
newutr_all.RBM8A,object,True,5749,100.0,,,,
newutr_all.RBMS1,object,True,5749,100.0,,,,
newutr_all.RBMS3,object,True,5749,100.0,,,,
newutr_all.RBMX,object,True,5749,100.0,,,,
newutr_all.RBMY1A1,object,True,5749,100.0,,,,
newutr_all.RC3H1,object,True,5749,100.0,,,,
newutr_all.SAMD4A,object,True,5749,100.0,,,,
newutr_all.SART3,object,True,5749,100.0,,,,
newutr_all.SF1,object,True,5749,100.0,,,,
newutr_all.SFPQ,object,True,5749,100.0,,,,
newutr_all.SNRNP70,object,True,5749,100.0,,,,
newutr_all.SNRPA,object,True,5749,100.0,,,,
newutr_all.SNRPB2,object,True,5749,100.0,,,,
newutr_all.SRP14,object,True,5749,100.0,,,,
newutr_all.SRSF1,object,True,5749,100.0,,,,
newutr_all.SRSF10,object,True,5749,100.0,,,,
newutr_all.SRSF2,object,True,5749,100.0,,,,
newutr_all.SRSF3,object,True,5749,100.0,,,,
newutr_all.SRSF4,object,True,5749,100.0,,,,
newutr_all.SRSF5,object,True,5749,100.0,,,,
newutr_all.SRSF6,object,True,5749,100.0,,,,
newutr_all.SRSF7,object,True,5749,100.0,,,,
newutr_all.SRSF9,object,True,5749,100.0,,,,
newutr_all.SSB,object,True,5749,100.0,,,,
newutr_all.TARDBP,object,True,5749,100.0,,,,
newutr_all.TIA1,object,True,5749,100.0,,,,
newutr_all.TIAL1,object,True,5749,100.0,,,,
newutr_all.TRA2A,object,True,5749,100.0,,,,
newutr_all.TRA2B,object,True,5749,100.0,,,,
newutr_all.TUT1,object,True,5749,100.0,,,,
newutr_all.U2AF2,object,True,5749,100.0,,,,
newutr_all.YBX1,object,True,5749,100.0,,,,
newutr_all.YBX2,object,True,5749,100.0,,,,
newutr_all.ZC3H10,object,True,5749,100.0,,,,
newutr_all.ZCRB1,object,True,5749,100.0,,,,
newutr_all.ZFP36,object,True,5749,100.0,,,,
newutr_all.ZFP36L2,object,True,5749,100.0,,,,
newutr_all.ZNF638,object,True,5749,100.0,,,,
newutr_all.ZRANB2,object,True,5749,100.0,,,,
newutr_200.A1CF,object,True,5749,100.0,,,,
newutr_200.AGO1,object,True,5749,100.0,,,,
newutr_200.AKAP1,object,True,5749,100.0,,,,
newutr_200.CELF1,object,True,5749,100.0,,,,
newutr_200.CELF4,object,True,5749,100.0,,,,
newutr_200.CELF6,object,True,5749,100.0,,,,
newutr_200.CPEB4,object,True,5749,100.0,,,,
newutr_200.CSTF2,object,True,5749,100.0,,,,
newutr_200.EIF4B,object,True,5749,100.0,,,,
newutr_200.ELAVL1,object,True,5749,100.0,,,,
newutr_200.ELAVL2,object,True,5749,100.0,,,,
newutr_200.ELAVL3,object,True,5749,100.0,,,,
newutr_200.ELAVL4,object,True,5749,100.0,,,,
newutr_200.ENOX1,object,True,5749,100.0,,,,
newutr_200.ERI1,object,True,5749,100.0,,,,
newutr_200.ESRP2,object,True,5749,100.0,,,,
newutr_200.FMR1,object,True,5749,100.0,,,,
newutr_200.FXR2,object,True,5749,100.0,,,,
newutr_200.G3BP1,object,True,5749,100.0,,,,
newutr_200.G3BP2,object,True,5749,100.0,,,,
newutr_200.HNRNPA1,object,True,5749,100.0,,,,
newutr_200.HNRNPA1L2,object,True,5749,100.0,,,,
newutr_200.HNRNPA2B1,object,True,5749,100.0,,,,
newutr_200.HNRNPA3,object,True,5749,100.0,,,,
newutr_200.HNRNPAB,object,True,5749,100.0,,,,
newutr_200.HNRNPDL,object,True,5749,100.0,,,,
newutr_200.HNRNPF,object,True,5749,100.0,,,,
newutr_200.HNRNPH1,object,True,5749,100.0,,,,
newutr_200.HNRNPH2,object,True,5749,100.0,,,,
newutr_200.HNRNPH3,object,True,5749,100.0,,,,
newutr_200.HNRNPK,object,True,5749,100.0,,,,
newutr_200.HNRNPL,object,True,5749,100.0,,,,
newutr_200.HNRNPLL,object,True,5749,100.0,,,,
newutr_200.HNRNPM,object,True,5749,100.0,,,,
newutr_200.HNRNPU,object,True,5749,100.0,,,,
newutr_200.IFIH1,object,True,5749,100.0,,,,
newutr_200.IGF2BP3,object,True,5749,100.0,,,,
newutr_200.KHDRBS1,object,True,5749,100.0,,,,
newutr_200.KHDRBS3,object,True,5749,100.0,,,,
newutr_200.LIN28A,object,True,5749,100.0,,,,
newutr_200.MATR3,object,True,5749,100.0,,,,
newutr_200.MBNL1,object,True,5749,100.0,,,,
newutr_200.NELFE,object,True,5749,100.0,,,,
newutr_200.NONO,object,True,5749,100.0,,,,
newutr_200.NOVA1,object,True,5749,100.0,,,,
newutr_200.NOVA2,object,True,5749,100.0,,,,
newutr_200.PABPC1,object,True,5749,100.0,,,,
newutr_200.PABPC3,object,True,5749,100.0,,,,
newutr_200.PABPC5,object,True,5749,100.0,,,,
newutr_200.PABPN1,object,True,5749,100.0,,,,
newutr_200.PCBP1,object,True,5749,100.0,,,,
newutr_200.PCBP2,object,True,5749,100.0,,,,
newutr_200.PPRC1,object,True,5749,100.0,,,,
newutr_200.PTBP1,object,True,5749,100.0,,,,
newutr_200.PUM1,object,True,5749,100.0,,,,
newutr_200.QKI,object,True,5749,100.0,,,,
newutr_200.RALY,object,True,5749,100.0,,,,
newutr_200.RBM14,object,True,5749,100.0,,,,
newutr_200.RBM24,object,True,5749,100.0,,,,
newutr_200.RBM25,object,True,5749,100.0,,,,
newutr_200.RBM28,object,True,5749,100.0,,,,
newutr_200.RBM3,object,True,5749,100.0,,,,
newutr_200.RBM4,object,True,5749,100.0,,,,
newutr_200.RBM42,object,True,5749,100.0,,,,
newutr_200.RBM5,object,True,5749,100.0,,,,
newutr_200.RBM6,object,True,5749,100.0,,,,
newutr_200.RBM8A,object,True,5749,100.0,,,,
newutr_200.RBMX,object,True,5749,100.0,,,,
newutr_200.RBMY1A1,object,True,5749,100.0,,,,
newutr_200.RC3H1,object,True,5749,100.0,,,,
newutr_200.SAMD4A,object,True,5749,100.0,,,,
newutr_200.SART3,object,True,5749,100.0,,,,
newutr_200.SF1,object,True,5749,100.0,,,,
newutr_200.SFPQ,object,True,5749,100.0,,,,
newutr_200.SNRNP70,object,True,5749,100.0,,,,
newutr_200.SNRPA,object,True,5749,100.0,,,,
newutr_200.SNRPB2,object,True,5749,100.0,,,,
newutr_200.SRP14,object,True,5749,100.0,,,,
newutr_200.SRSF1,object,True,5749,100.0,,,,
newutr_200.SRSF10,object,True,5749,100.0,,,,
newutr_200.SRSF2,object,True,5749,100.0,,,,
newutr_200.SRSF3,object,True,5749,100.0,,,,
newutr_200.SRSF4,object,True,5749,100.0,,,,
newutr_200.SRSF5,object,True,5749,100.0,,,,
newutr_200.SRSF6,object,True,5749,100.0,,,,
newutr_200.SRSF7,object,True,5749,100.0,,,,
newutr_200.SRSF9,object,True,5749,100.0,,,,
newutr_200.SSB,object,True,5749,100.0,,,,
newutr_200.TARDBP,object,True,5749,100.0,,,,
newutr_200.TIA1,object,True,5749,100.0,,,,
newutr_200.TIAL1,object,True,5749,100.0,,,,
newutr_200.TRA2A,object,True,5749,100.0,,,,
newutr_200.TRA2B,object,True,5749,100.0,,,,
newutr_200.U2AF2,object,True,5749,100.0,,,,
newutr_200.YBX1,object,True,5749,100.0,,,,
newutr_200.YBX2,object,True,5749,100.0,,,,
newutr_200.ZC3H10,object,True,5749,100.0,,,,
newutr_200.ZCRB1,object,True,5749,100.0,,,,
newutr_200.ZFP36,object,True,5749,100.0,,,,
newutr_200.ZRANB2,object,True,5749,100.0,,,,
ptc_pm100.AGO1,object,True,5749,100.0,,,,
ptc_pm100.ANKHD1,object,True,5749,100.0,,,,
ptc_pm100.CELF1,object,True,5749,100.0,,,,
ptc_pm100.CELF4,object,True,5749,100.0,,,,
ptc_pm100.CELF5,object,True,5749,100.0,,,,
ptc_pm100.CELF6,object,True,5749,100.0,,,,
ptc_pm100.CNOT4,object,True,5749,100.0,,,,
ptc_pm100.CPEB2,object,True,5749,100.0,,,,
ptc_pm100.CSTF2,object,True,5749,100.0,,,,
ptc_pm100.EIF4B,object,True,5749,100.0,,,,
ptc_pm100.ELAVL1,object,True,5749,100.0,,,,
ptc_pm100.ELAVL2,object,True,5749,100.0,,,,
ptc_pm100.ELAVL3,object,True,5749,100.0,,,,
ptc_pm100.ELAVL4,object,True,5749,100.0,,,,
ptc_pm100.ENOX1,object,True,5749,100.0,,,,
ptc_pm100.ERI1,object,True,5749,100.0,,,,
ptc_pm100.ESRP2,object,True,5749,100.0,,,,
ptc_pm100.FMR1,object,True,5749,100.0,,,,
ptc_pm100.FXR1,object,True,5749,100.0,,,,
ptc_pm100.FXR2,object,True,5749,100.0,,,,
ptc_pm100.G3BP1,object,True,5749,100.0,,,,
ptc_pm100.G3BP2,object,True,5749,100.0,,,,
ptc_pm100.HNRNPA1,object,True,5749,100.0,,,,
ptc_pm100.HNRNPA2B1,object,True,5749,100.0,,,,
ptc_pm100.HNRNPA3,object,True,5749,100.0,,,,
ptc_pm100.HNRNPAB,object,True,5749,100.0,,,,
ptc_pm100.HNRNPDL,object,True,5749,100.0,,,,
ptc_pm100.HNRNPF,object,True,5749,100.0,,,,
ptc_pm100.HNRNPH1,object,True,5749,100.0,,,,
ptc_pm100.HNRNPH2,object,True,5749,100.0,,,,
ptc_pm100.HNRNPH3,object,True,5749,100.0,,,,
ptc_pm100.HNRNPK,object,True,5749,100.0,,,,
ptc_pm100.HNRNPL,object,True,5749,100.0,,,,
ptc_pm100.HNRNPLL,object,True,5749,100.0,,,,
ptc_pm100.HNRNPM,object,True,5749,100.0,,,,
ptc_pm100.IFIH1,object,True,5749,100.0,,,,
ptc_pm100.IGF2BP1,object,True,5749,100.0,,,,
ptc_pm100.IGF2BP2,object,True,5749,100.0,,,,
ptc_pm100.IGHMBP2,object,True,5749,100.0,,,,
ptc_pm100.KHDRBS1,object,True,5749,100.0,,,,
ptc_pm100.KHDRBS3,object,True,5749,100.0,,,,
ptc_pm100.KHSRP,object,True,5749,100.0,,,,
ptc_pm100.LIN28A,object,True,5749,100.0,,,,
ptc_pm100.MATR3,object,True,5749,100.0,,,,
ptc_pm100.MBNL1,object,True,5749,100.0,,,,
ptc_pm100.NELFE,object,True,5749,100.0,,,,
ptc_pm100.NONO,object,True,5749,100.0,,,,
ptc_pm100.NOVA1,object,True,5749,100.0,,,,
ptc_pm100.NOVA2,object,True,5749,100.0,,,,
ptc_pm100.PABPC1,object,True,5749,100.0,,,,
ptc_pm100.PABPC5,object,True,5749,100.0,,,,
ptc_pm100.PCBP1,object,True,5749,100.0,,,,
ptc_pm100.PCBP2,object,True,5749,100.0,,,,
ptc_pm100.PPRC1,object,True,5749,100.0,,,,
ptc_pm100.PTBP1,object,True,5749,100.0,,,,
ptc_pm100.PUM1,object,True,5749,100.0,,,,
ptc_pm100.PUM2,object,True,5749,100.0,,,,
ptc_pm100.QKI,object,True,5749,100.0,,,,
ptc_pm100.RALY,object,True,5749,100.0,,,,
ptc_pm100.RBFOX1,object,True,5749,100.0,,,,
ptc_pm100.RBM14,object,True,5749,100.0,,,,
ptc_pm100.RBM24,object,True,5749,100.0,,,,
ptc_pm100.RBM28,object,True,5749,100.0,,,,
ptc_pm100.RBM4,object,True,5749,100.0,,,,
ptc_pm100.RBM42,object,True,5749,100.0,,,,
ptc_pm100.RBM46,object,True,5749,100.0,,,,
ptc_pm100.RBM5,object,True,5749,100.0,,,,
ptc_pm100.RBM6,object,True,5749,100.0,,,,
ptc_pm100.RBM8A,object,True,5749,100.0,,,,
ptc_pm100.RBMS1,object,True,5749,100.0,,,,
ptc_pm100.RBMS3,object,True,5749,100.0,,,,
ptc_pm100.RBMX,object,True,5749,100.0,,,,
ptc_pm100.RBMY1A1,object,True,5749,100.0,,,,
ptc_pm100.RC3H1,object,True,5749,100.0,,,,
ptc_pm100.SAMD4A,object,True,5749,100.0,,,,
ptc_pm100.SART3,object,True,5749,100.0,,,,
ptc_pm100.SF1,object,True,5749,100.0,,,,
ptc_pm100.SFPQ,object,True,5749,100.0,,,,
ptc_pm100.SNRNP70,object,True,5749,100.0,,,,
ptc_pm100.SNRPA,object,True,5749,100.0,,,,
ptc_pm100.SNRPB2,object,True,5749,100.0,,,,
ptc_pm100.SRP14,object,True,5749,100.0,,,,
ptc_pm100.SRSF1,object,True,5749,100.0,,,,
ptc_pm100.SRSF10,object,True,5749,100.0,,,,
ptc_pm100.SRSF2,object,True,5749,100.0,,,,
ptc_pm100.SRSF3,object,True,5749,100.0,,,,
ptc_pm100.SRSF4,object,True,5749,100.0,,,,
ptc_pm100.SRSF5,object,True,5749,100.0,,,,
ptc_pm100.SRSF6,object,True,5749,100.0,,,,
ptc_pm100.SRSF7,object,True,5749,100.0,,,,
ptc_pm100.SRSF9,object,True,5749,100.0,,,,
ptc_pm100.SSB,object,True,5749,100.0,,,,
ptc_pm100.TARDBP,object,True,5749,100.0,,,,
ptc_pm100.TIA1,object,True,5749,100.0,,,,
ptc_pm100.TIAL1,object,True,5749,100.0,,,,
ptc_pm100.TRA2A,object,True,5749,100.0,,,,
ptc_pm100.TRA2B,object,True,5749,100.0,,,,
ptc_pm100.YBX1,object,True,5749,100.0,,,,
ptc_pm100.ZC3H10,object,True,5749,100.0,,,,
ptc_pm100.ZCRB1,object,True,5749,100.0,,,,
ptc_pm100.ZFP36,object,True,5749,100.0,,,,
ptc_pm100.ZNF638,object,True,5749,100.0,,,,
ptc_pm100.ZRANB2,object,True,5749,100.0,,,,
ejc_pm100.A1CF,object,True,5749,100.0,,,,
ejc_pm100.AGO1,object,True,5749,100.0,,,,
ejc_pm100.AKAP1,object,True,5749,100.0,,,,
ejc_pm100.CELF1,object,True,5749,100.0,,,,
ejc_pm100.CELF4,object,True,5749,100.0,,,,
ejc_pm100.CELF6,object,True,5749,100.0,,,,
ejc_pm100.CNOT4,object,True,5749,100.0,,,,
ejc_pm100.CPEB2,object,True,5749,100.0,,,,
ejc_pm100.CPEB4,object,True,5749,100.0,,,,
ejc_pm100.CSTF2,object,True,5749,100.0,,,,
ejc_pm100.DAZAP1,object,True,5749,100.0,,,,
ejc_pm100.ELAVL1,object,True,5749,100.0,,,,
ejc_pm100.ELAVL2,object,True,5749,100.0,,,,
ejc_pm100.ELAVL3,object,True,5749,100.0,,,,
ejc_pm100.ELAVL4,object,True,5749,100.0,,,,
ejc_pm100.ENOX1,object,True,5749,100.0,,,,
ejc_pm100.ERI1,object,True,5749,100.0,,,,
ejc_pm100.ESRP2,object,True,5749,100.0,,,,
ejc_pm100.FMR1,object,True,5749,100.0,,,,
ejc_pm100.FUS,object,True,5749,100.0,,,,
ejc_pm100.FXR2,object,True,5749,100.0,,,,
ejc_pm100.G3BP1,object,True,5749,100.0,,,,
ejc_pm100.G3BP2,object,True,5749,100.0,,,,
ejc_pm100.HNRNPA1,object,True,5749,100.0,,,,
ejc_pm100.HNRNPA2B1,object,True,5749,100.0,,,,
ejc_pm100.HNRNPA3,object,True,5749,100.0,,,,
ejc_pm100.HNRNPAB,object,True,5749,100.0,,,,
ejc_pm100.HNRNPF,object,True,5749,100.0,,,,
ejc_pm100.HNRNPH1,object,True,5749,100.0,,,,
ejc_pm100.HNRNPH2,object,True,5749,100.0,,,,
ejc_pm100.HNRNPH3,object,True,5749,100.0,,,,
ejc_pm100.HNRNPK,object,True,5749,100.0,,,,
ejc_pm100.HNRNPL,object,True,5749,100.0,,,,
ejc_pm100.HNRNPLL,object,True,5749,100.0,,,,
ejc_pm100.IFIH1,object,True,5749,100.0,,,,
ejc_pm100.IGF2BP1,object,True,5749,100.0,,,,
ejc_pm100.IGF2BP2,object,True,5749,100.0,,,,
ejc_pm100.IGF2BP3,object,True,5749,100.0,,,,
ejc_pm100.KHDRBS1,object,True,5749,100.0,,,,
ejc_pm100.KHDRBS2,object,True,5749,100.0,,,,
ejc_pm100.KHSRP,object,True,5749,100.0,,,,
ejc_pm100.LIN28A,object,True,5749,100.0,,,,
ejc_pm100.MBNL1,object,True,5749,100.0,,,,
ejc_pm100.NELFE,object,True,5749,100.0,,,,
ejc_pm100.NONO,object,True,5749,100.0,,,,
ejc_pm100.NOVA1,object,True,5749,100.0,,,,
ejc_pm100.NOVA2,object,True,5749,100.0,,,,
ejc_pm100.PABPC1,object,True,5749,100.0,,,,
ejc_pm100.PABPC3,object,True,5749,100.0,,,,
ejc_pm100.PABPC5,object,True,5749,100.0,,,,
ejc_pm100.PABPN1,object,True,5749,100.0,,,,
ejc_pm100.PCBP1,object,True,5749,100.0,,,,
ejc_pm100.PCBP2,object,True,5749,100.0,,,,
ejc_pm100.PPRC1,object,True,5749,100.0,,,,
ejc_pm100.PTBP1,object,True,5749,100.0,,,,
ejc_pm100.PUM1,object,True,5749,100.0,,,,
ejc_pm100.PUM2,object,True,5749,100.0,,,,
ejc_pm100.QKI,object,True,5749,100.0,,,,
ejc_pm100.RALY,object,True,5749,100.0,,,,
ejc_pm100.RBFOX1,object,True,5749,100.0,,,,
ejc_pm100.RBM14,object,True,5749,100.0,,,,
ejc_pm100.RBM24,object,True,5749,100.0,,,,
ejc_pm100.RBM25,object,True,5749,100.0,,,,
ejc_pm100.RBM4,object,True,5749,100.0,,,,
ejc_pm100.RBM5,object,True,5749,100.0,,,,
ejc_pm100.RBM6,object,True,5749,100.0,,,,
ejc_pm100.RBM8A,object,True,5749,100.0,,,,
ejc_pm100.RBMX,object,True,5749,100.0,,,,
ejc_pm100.RBMY1A1,object,True,5749,100.0,,,,
ejc_pm100.RC3H1,object,True,5749,100.0,,,,
ejc_pm100.SART3,object,True,5749,100.0,,,,
ejc_pm100.SF1,object,True,5749,100.0,,,,
ejc_pm100.SFPQ,object,True,5749,100.0,,,,
ejc_pm100.SNRNP70,object,True,5749,100.0,,,,
ejc_pm100.SNRPA,object,True,5749,100.0,,,,
ejc_pm100.SNRPB2,object,True,5749,100.0,,,,
ejc_pm100.SRP14,object,True,5749,100.0,,,,
ejc_pm100.SRSF1,object,True,5749,100.0,,,,
ejc_pm100.SRSF10,object,True,5749,100.0,,,,
ejc_pm100.SRSF2,object,True,5749,100.0,,,,
ejc_pm100.SRSF3,object,True,5749,100.0,,,,
ejc_pm100.SRSF4,object,True,5749,100.0,,,,
ejc_pm100.SRSF5,object,True,5749,100.0,,,,
ejc_pm100.SRSF6,object,True,5749,100.0,,,,
ejc_pm100.SRSF7,object,True,5749,100.0,,,,
ejc_pm100.SRSF9,object,True,5749,100.0,,,,
ejc_pm100.SSB,object,True,5749,100.0,,,,
ejc_pm100.TARDBP,object,True,5749,100.0,,,,
ejc_pm100.TIA1,object,True,5749,100.0,,,,
ejc_pm100.TIAL1,object,True,5749,100.0,,,,
ejc_pm100.TRA2A,object,True,5749,100.0,,,,
ejc_pm100.TRA2B,object,True,5749,100.0,,,,
ejc_pm100.TUT1,object,True,5749,100.0,,,,
ejc_pm100.U2AF2,object,True,5749,100.0,,,,
ejc_pm100.YBX1,object,True,5749,100.0,,,,
ejc_pm100.YBX2,object,True,5749,100.0,,,,
ejc_pm100.ZC3H10,object,True,5749,100.0,,,,
ejc_pm100.ZFP36,object,True,5749,100.0,,,,
ejc_pm100.ZRANB2,object,True,5749,100.0,,,,
isoform_count,int64,False,5749,100.0,10.29900852322143,6.914869110373803,1.0,72.0
CodonOptimalityFraction_CDS,float64,False,5749,100.0,0.419035815784824,0.03355026838515741,0.2773109243697479,0.5951219512195122
CodonOptimalityFraction_PTCpm100nt,float64,False,5749,100.0,0.42012697709635277,0.06965708559412397,0.1714285714285714,0.6911764705882353
readthrough_score_hek293t,float64,False,5686,98.90415724473822,64.44028526700296,15.13717833259165,29.76,98.81
ejc_count_in_window,int64,False,5749,100.0,31.254826926421988,55.274631728863476,0.0,904.0
aug_distance_category,object,True,5749,100.0,,,,
kozak_strength,object,True,5749,100.0,,,,
has_plus1_aug,object,True,5749,100.0,,,,
has_plus2_aug,object,True,5749,100.0,,,,
aug_frame_status,object,True,5749,100.0,,,,
phastcons_ejc_100bp_median,float64,False,5749,100.0,0.2106050616967354,0.3369349750605639,0.0,1.0
phastcons_new3utr_first200_median,float64,False,5749,100.0,0.7039286838417353,0.42896988891532767,0.0,1.0
phastcons_new3utr_whole_median,float64,False,5749,100.0,0.3457219517305369,0.43544786612182834,0.0,1.0
phastcons_old3utr_first200_median,float64,False,5703,99.19986084536441,0.1225729693266333,0.3019374897654684,0.0,1.0
phastcons_old3utr_whole_median,float64,False,5703,99.19986084536441,0.07827830939769702,0.24102205207078425,0.0,1.0
phastcons_ptc_100bp_median,float64,False,5749,100.0,0.5113805883691547,0.45052372580813377,0.0,1.0
phastcons_ptc_to_ejc_median,float64,False,5719,99.478170116542,0.6735735785220629,0.4445371893381926,0.0,1.0
phastcons_tx_whole_median,float64,False,5749,100.0,0.4682633503605901,0.44848349299103313,0.0,1.0
phastcons_utr5_first200_median,float64,False,5657,98.39972169072882,0.10073421467747046,0.2688985829668206,0.0,1.0
phastcons_utr5_whole_median,float64,False,5657,98.39972169072882,0.10113732823800121,0.267965907472776,0.0,1.0
phylop_ejc_100bp_median,float64,False,5749,100.0,0.44672369084758434,0.48250651422793633,-1.2209999561309814,7.428999900817871
phylop_new3utr_first200_median,float64,False,5749,100.0,2.377688553927535,2.0872806918480147,-1.6649999618530271,8.017000198364258
phylop_new3utr_whole_median,float64,False,5749,100.0,0.7397597848724583,0.9263901671008195,-1.6649999618530271,6.078000068664551
phylop_old3utr_first200_median,float64,False,5703,99.19986084536441,0.2343257962691875,0.6654848347453941,-1.6610000133514404,7.578000068664551
phylop_old3utr_whole_median,float64,False,5703,99.19986084536441,0.184063315574233,0.5473237184000925,-1.6610000133514404,7.578000068664551
phylop_ptc_100bp_median,float64,False,5749,100.0,1.1246846405081976,1.2342325201277553,-1.3229999542236328,7.922999858856201
phylop_ptc_to_ejc_median,float64,False,5719,99.478170116542,2.5194693874470304,2.3375814588543897,-2.2839999198913574,9.998000144958496
phylop_tx_whole_median,float64,False,5749,100.0,0.9289587759150795,0.9231997555815066,-0.5785000026226044,6.4674999713897705
phylop_utr5_first200_median,float64,False,5657,98.39972169072882,0.0958984173328548,0.5102353933784125,-1.8009999990463257,7.687999963760376
