feature,mean_abs_shap
ejc_pm100.RC3H1,0.0002479647754081467
ptc_pm100.SRSF1,0.0002452748545464191
utr3_200.ZCRB1,0.0002422529231304648
newutr_200.SSB,0.00024087956565422522
ptc_pm100.CELF5,0.00023920148501255603
ptc_pm100.CELF4,0.0002382662797120898
ptc_pm100.G3BP1,0.00023459196017753148
ejc_pm100.SRSF1,0.00023162369735093207
ptc_to_ejc.HNRNPH3,0.00023033018686476417
newutr_all.FMR1,0.0002300035922813618
utr3_all.ZC3H10,0.00022782979618682
ejc_pm100.CSTF2,0.00022675963380744047
ptc_pm100.PABPC1,0.00022469367021325725
ptc_to_ejc.RBMX,0.00021924655177773275
utr3_200.LIN28A,0.0002189339523930402
ptc_to_ejc.RC3H1,0.0002186590231605388
utr3_all.HNRNPD,0.00021687099594471358
utr3_200.PUM2,0.00021610811211227464
ptc_to_ejc.CELF6,0.00021568120507846106
ptc_pm100.ELAVL1,0.00021485259287652285
utr3_200.RBMY1A1,0.00021351598996828484
newutr_200.ESRP2,0.000212805061859115
ptc_pm100.ZFP36,0.0002093553036411715
newutr_all.FUS,0.0002034335092372717
utr3_200.NONO,0.00020306212475122733
newutr_200.RBM24,0.0002017120366110922
newutr_200.NOVA1,0.00020043675134047968
newutr_all.ELAVL4,0.00019979551352863645
ejc_pm100.FXR2,0.00019825430820969738
ptc_to_ejc.ZRANB2,0.00019798021657118386
ejc_pm100.HNRNPA3,0.000196971009653928
newutr_200.CELF4,0.00019660936200856604
ptc_pm100.RALY,0.00019458099459343913
newutr_200.NONO,0.0001939512546955728
ejc_pm100.TIA1,0.00019355566985569997
ejc_pm100.HNRNPL,0.00018922083299178138
ptc_to_ejc.SAMD4A,0.00018867778145843176
newutr_all.HNRNPF,0.0001869447224801512
utr3_200.ESRP2,0.00018606651039377177
utr3_all.SRSF2,0.00018454282647994386
ptc_to_ejc.TIAL1,0.00017826869991173519
utr3_all.FXR1,0.0001777642431598701
utr3_all.MSI1,0.00017549859188955585
ptc_to_ejc.G3BP1,0.00017523008884957138
ptc_to_ejc.TRA2A,0.00017167785854204547
utr3_200.CPEB4,0.00017150408602390247
ejc_pm100.RBMY1A1,0.00016870890998446059
ejc_pm100.IFIH1,0.00016769606698074907
newutr_200.ERI1,0.0001651143640881603
utr3_all.HNRNPU,0.00016407227409517524
newutr_all.AKAP1,0.0001619908878850541
utr3_all.RBM14,0.00016037089290456684
utr3_200.RBM46,0.00015714609754171878
utr3_all.ZCRB1,0.00015683574672062346
utr3_200.IGF2BP1,0.00015622894235370712
utr3_all.FUS,0.0001554726801311225
utr3_200.ENOX1,0.0001545517621559921
ptc_to_ejc.HNRNPLL,0.00015390038356080248
ptc_to_ejc.HNRNPDL,0.00015075143374025
utr3_200.IFIH1,0.00014716981776152248
ejc_pm100.ERI1,0.00014710390967702472
ptc_pm100.IGF2BP2,0.00014678591539840394
newutr_200.ELAVL2,0.00014665553612169132
utr3_200.G3BP1,0.00014585410608721467
ptc_pm100.ESRP2,0.00014355179795021844
ejc_pm100.ZC3H10,0.00014205265592625275
ejc_pm100.SSB,0.0001366476891598578
